Detected (True/False):         Color:                                             Runtime [s]:  
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000000   
False                          []                                                 0.000000   
False                          []                                                 0.000000   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000000   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000000   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000000   
False                          []                                                 0.000998   
False                          []                                                 0.000996   
False                          []                                                 0.000000   
False                          []                                                 0.000995   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000999   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000997   
False                          []                                                 0.000998   
False                          []                                                 0.000997   
False                          []                                                 0.000999   
False                          []                                                 0.000996   
False                          []                                                 0.000000   
False                          []                                                 0.000000   
